ea,fdobbyn7b@sitemeter.com,2017-09-05,I can't come into the office today I will be sick at home with a fever.
ea,arasorm2@fotki.com,2017-11-16,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
ea,cmenhcib1@pinterest.com,2017-08-08,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
apple,sfyndonfa@mit.edu,2017-09-22,I can't come into the office today I will be sick at home with a fever.
microsoft,ehadingham3h@mit.edu,2017-10-22,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
apple,ekintishkm@bravesites.com,2017-01-16,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
microsoft,rarchku@yahoo.co.jp,2017-03-31,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
microsoft,ghelliard1@dagondesign.com,2017-03-25,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
amazon,ldarkottp4@diigo.com,2017-04-28,You are a great addition to the company. Keep up the good work.
amazon,vovenj@samsung.com,2017-03-25,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
apple,mgallico22@walmart.com,2017-03-15,I can't come into the office today I will be sick at home with a fever.
ea,bdriversfg@ycombinator.com,2017-08-01,You are a great addition to the company. Keep up the good work.
microsoft,rwelburn1f@mashable.com,2017-05-23,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
microsoft,smiskelly3n@mac.com,2017-01-04,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
apple,tbackhursta@google.pl,2017-11-13,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,cshirlandqb@china.com.cn,2017-04-16,I can't come into the office today I will be sick at home with a fever.
microsoft,bhyndes6q@census.gov,2017-10-30,You are a great addition to the company. Keep up the good work.
apple,marlowm0@mapquest.com,2017-01-31,I can't come into the office today I will be sick at home with a fever.
amazon,ahamil2b@slate.com,2017-08-15,Can we get some beer in the office Frank keeps on drinking all of the beer.
ea,smckellen2p@uol.com.br,2017-09-06,We did It everybody! We broke 100K follows on the company's youtube channel!
amazon,mnelthropnt@dedecms.com,2017-08-22,I love everyone and everything about this company and the world and pizza!
google,ksprattey@phpbb.com,2017-03-24,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
apple,rrylancekw@tinypic.com,2017-07-07,I love everyone and everything about this company and the world and pizza!
amazon,tcleworth5i@woothemes.com,2017-07-26,I can't come into the office today I will be sick at home with a fever.
amazon,lbeddard4@ft.com,2017-04-26,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
ea,fcordrey9k@edublogs.org,2017-01-12,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
ea,cantoszewskiow@desdev.cn,2017-09-23,I can't come into the office today I will be sick at home with a fever.
microsoft,hciementini6t@ca.gov,2017-04-19,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
microsoft,frodenhurst6u@cam.ac.uk,2017-06-01,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
ea,wwoodruffeml@ustream.tv,2017-05-01,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
apple,backland3u@so-net.ne.jp,2017-01-16,You are a great addition to the company. Keep up the good work.
apple,spidduckfl@nyu.edu,2017-03-01,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
google,ucoyettcu@instagram.com,2017-07-25,You are a great addition to the company. Keep up the good work.
apple,twethereddn@simplemachines.org,2017-12-30,Can we get some beer in the office Frank keeps on drinking all of the beer.
ea,dglyn1t@nasa.gov,2017-10-31,I love everyone and everything about this company and the world and pizza!
google,sackeroyd6n@elegantthemes.com,2017-07-21,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,fmountainig@seattletimes.com,2017-06-28,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
apple,cgavinon@cnbc.com,2017-09-17,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
apple,esielyi8@constantcontact.com,2017-10-21,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
microsoft,jerb28@apple.com,2017-01-29,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
google,ntrownson8z@ebay.com,2017-04-03,I can't come into the office today I will be sick at home with a fever.
amazon,lbatteni4@yellowbook.com,2017-12-02,I love everyone and everything about this company and the world and pizza!
google,cpawlingo1@wunderground.com,2017-03-13,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
apple,bdafforneoi@comsenz.com,2017-05-28,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,ghixson11@google.com.hk,2017-12-16,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
amazon,klewingtonmp@surveymonkey.com,2017-09-04,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
ea,pphilpdi@constantcontact.com,2017-01-11,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
apple,tkoppe9h@narod.ru,2017-06-06,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
google,bgilchristfu@redcross.org,2017-07-21,We did It everybody! We broke 100K follows on the company's youtube channel!
google,mmcsperrongm@fastcompany.com,2017-05-13,I can't come into the office today I will be sick at home with a fever.
google,bdelamerein@businessweek.com,2017-04-04,You are a great addition to the company. Keep up the good work.
microsoft,ntomczykiewiczn5@intel.com,2017-08-31,Can we get some beer in the office Frank keeps on drinking all of the beer.
ea,trastalll6@yellowbook.com,2017-09-16,We did It everybody! We broke 100K follows on the company's youtube channel!
microsoft,rgymblettk9@youtu.be,2017-10-10,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
google,mlarensonpt@cocolog-nifty.com,2017-03-30,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
google,odallistonjz@tuttocitta.it,2017-12-31,We did It everybody! We broke 100K follows on the company's youtube channel!
google,switcombre@hubpages.com,2017-11-25,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
apple,bragbournm1@parallels.com,2017-11-03,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,thazelgreave6f@pcworld.com,2017-12-30,We did It everybody! We broke 100K follows on the company's youtube channel!
google,vboatkn@scientificamerican.com,2017-10-05,You are a great addition to the company. Keep up the good work.
amazon,shalleybonef@opera.com,2017-11-27,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,bhawkettks@ted.com,2017-03-22,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
amazon,gsaichqg@ihg.com,2017-05-26,Can we get some beer in the office Frank keeps on drinking all of the beer.
apple,acarlincl@redcross.org,2017-06-18,I can't come into the office today I will be sick at home with a fever.
amazon,ccreaghmd@ted.com,2017-12-17,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
microsoft,cghio8x@issuu.com,2017-04-11,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
apple,vhabishaw9x@zdnet.com,2017-08-13,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,mgeffcocki9@alexa.com,2017-10-25,We did It everybody! We broke 100K follows on the company's youtube channel!
amazon,gabbattpx@cnn.com,2017-11-25,Can we get some beer in the office Frank keeps on drinking all of the beer.
ea,zbridgementge@ted.com,2017-12-30,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
apple,chaverson1i@ustream.tv,2017-03-19,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
apple,lcamps6z@biblegateway.com,2017-12-28,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
amazon,agaterro@senate.gov,2017-07-06,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
microsoft,eaglioneaa@networksolutions.com,2017-10-06,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
google,cluesley19@ox.ac.uk,2017-12-01,Can we get some beer in the office Frank keeps on drinking all of the beer.
ea,rgotterl8@stumbleupon.com,2017-07-10,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
apple,fbocockhs@studiopress.com,2017-01-27,I can't come into the office today I will be sick at home with a fever.
amazon,sbecconsallrg@hexun.com,2017-09-13,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
google,wspringthorpepr@youku.com,2017-09-27,I can't come into the office today I will be sick at home with a fever.
microsoft,adanielovitch2l@google.com.br,2017-10-25,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
microsoft,lrenardfh@sphinn.com,2017-08-12,Can we get some beer in the office Frank keeps on drinking all of the beer.
google,pearthfieldil@google.com.br,2017-09-21,I love everyone and everything about this company and the world and pizza!
amazon,gboggasog@google.com.au,2017-11-13,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,epullan12@ft.com,2017-02-28,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
ea,elongmorego@nydailynews.com,2017-02-15,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
ea,lvickerstaff5r@vistaprint.com,2017-01-08,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
google,fscholar5h@about.me,2017-10-04,I can't come into the office today I will be sick at home with a fever.
ea,hbamleta7@odnoklassniki.ru,2017-08-10,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
amazon,rbellshameh@angelfire.com,2017-04-10,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
microsoft,ajerdonns@parallels.com,2017-01-24,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
amazon,gshawley7i@tinyurl.com,2017-06-09,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
google,gstaind0@comcast.net,2017-06-09,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
apple,ariddoch2k@scribd.com,2017-10-24,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
amazon,lbikkeriw@marriott.com,2017-12-22,Can we get some beer in the office Frank keeps on drinking all of the beer.
ea,vglanville6e@lycos.com,2017-06-03,I can't come into the office today I will be sick at home with a fever.
google,mpresdee9y@toplist.cz,2017-11-03,We did It everybody! We broke 100K follows on the company's youtube channel!
amazon,modorandt@gizmodo.com,2017-02-11,I can't come into the office today I will be sick at home with a fever.
ea,jbreeio@ucsd.edu,2017-03-08,I can't come into the office today I will be sick at home with a fever.
apple,bknottonmu@gravatar.com,2017-03-18,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
ea,jgellert1n@auda.org.au,2017-06-10,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
amazon,rreinbachbc@wix.com,2017-01-25,I love everyone and everything about this company and the world and pizza!
ea,fpetera5y@hao123.com,2017-10-19,We did It everybody! We broke 100K follows on the company's youtube channel!
amazon,ddrabbler6@phoca.cz,2017-07-31,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
google,bsaundersonqr@goo.gl,2017-11-29,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,ktansillg@apache.org,2017-03-21,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
microsoft,adeyes8c@narod.ru,2017-12-07,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,shousbey33@pbs.org,2017-09-29,You are a great addition to the company. Keep up the good work.
apple,lnicholls7t@slate.com,2017-11-28,We did It everybody! We broke 100K follows on the company's youtube channel!
google,tillwellkg@slideshare.net,2017-11-03,You are a great addition to the company. Keep up the good work.
apple,jwash4o@stanford.edu,2017-11-06,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,bgregr5s@amazon.com,2017-06-14,I love everyone and everything about this company and the world and pizza!
microsoft,mmassiegv@accuweather.com,2017-11-05,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
apple,pgarcilo@technorati.com,2017-02-20,We did It everybody! We broke 100K follows on the company's youtube channel!
apple,ksowreyo2@sfgate.com,2017-11-13,I love everyone and everything about this company and the world and pizza!
google,rgaulerqm@canalblog.com,2017-09-29,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
google,mmillindc@live.com,2017-09-29,Can we get some beer in the office Frank keeps on drinking all of the beer.
amazon,kfirmingera4@opera.com,2017-02-08,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
amazon,dwankbk@java.com,2017-10-08,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,lwilkeset@instagram.com,2017-03-13,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
amazon,hioano5@amazon.co.jp,2017-08-20,Can we get some beer in the office Frank keeps on drinking all of the beer.
apple,mtarttbz@sciencedaily.com,2017-09-22,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
google,rstideverfb@jiathis.com,2017-12-05,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
google,mharbourlf@spotify.com,2017-11-23,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
amazon,jjovicnw@goo.ne.jp,2017-09-16,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
amazon,nsultana1u@cam.ac.uk,2017-05-30,We did It everybody! We broke 100K follows on the company's youtube channel!
google,nlarrowayhu@apple.com,2017-06-07,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
google,bboysp5@flickr.com,2017-03-12,We did It everybody! We broke 100K follows on the company's youtube channel!
microsoft,ebentsonph@dyndns.org,2017-01-10,I love everyone and everything about this company and the world and pizza!
microsoft,eklimp9b@cbsnews.com,2017-01-21,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
google,ctrudeeo@sitemeter.com,2017-05-04,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
amazon,pmarsiefr@skype.com,2017-12-07,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
google,vyaninag@cnet.com,2017-11-27,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,kbraceyir@usda.gov,2017-07-12,I love everyone and everything about this company and the world and pizza!
microsoft,tripon8r@dmoz.org,2017-06-07,I can't come into the office today I will be sick at home with a fever.
microsoft,losculleydk@flickr.com,2017-09-08,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,fpowersf8@salon.com,2017-11-03,You are a great addition to the company. Keep up the good work.
apple,lheathcottgb@photobucket.com,2017-07-10,I love everyone and everything about this company and the world and pizza!
microsoft,bmeegin2f@surveymonkey.com,2017-07-14,You are a great addition to the company. Keep up the good work.
ea,aheddenqt@xing.com,2017-11-02,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
google,sbillett4e@tamu.edu,2017-09-26,We did It everybody! We broke 100K follows on the company's youtube channel!
amazon,ffessby4h@tamu.edu,2017-12-05,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
microsoft,kmccalumkt@ox.ac.uk,2017-09-18,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
amazon,cskouling7a@merriam-webster.com,2017-01-31,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
apple,lkytterr5@google.nl,2017-08-25,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
microsoft,pklejinck@ucoz.com,2017-11-18,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
google,hbourbon5a@reuters.com,2017-02-20,You are a great addition to the company. Keep up the good work.
google,bnapletong2@wired.com,2017-09-24,I can't come into the office today I will be sick at home with a fever.
amazon,smarney9f@amazon.com,2017-04-22,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
microsoft,pbrimmacombefy@instagram.com,2017-04-26,You are a great addition to the company. Keep up the good work.
amazon,galeixo18@tumblr.com,2017-12-16,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,kfrancescottio7@cmu.edu,2017-05-27,You are a great addition to the company. Keep up the good work.
ea,dhacket1a@rediff.com,2017-04-21,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,wantonutti6v@bbc.co.uk,2017-03-31,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
google,aarnaudetfn@mapy.cz,2017-05-05,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
amazon,awillishirer3@whitehouse.gov,2017-12-01,Can we get some beer in the office Frank keeps on drinking all of the beer.
google,ldunbleton2x@ycombinator.com,2017-05-14,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
microsoft,jmacadampe@usnews.com,2017-04-02,I can't come into the office today I will be sick at home with a fever.
ea,mwithinshawk2@usgs.gov,2017-03-19,Can we get some beer in the office Frank keeps on drinking all of the beer.
amazon,htunnicliffel3@indiatimes.com,2017-11-01,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,wlibriem@netscape.com,2017-11-17,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
ea,epoeh4@amazon.de,2017-06-30,I can't come into the office today I will be sick at home with a fever.
microsoft,mgrisardo9@wp.com,2017-04-23,I love everyone and everything about this company and the world and pizza!
google,dface31@blogs.com,2017-02-07,The offshore team has not responded in a week. We need to hold the team accountable for their sprint tasks.
apple,awoolflj@nifty.com,2017-04-20,You are a great addition to the company. Keep up the good work.
amazon,spidwellmt@bizjournals.com,2017-11-19,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
google,backerleymw@ibm.com,2017-07-19,I can't come into the office today I will be sick at home with a fever.
amazon,bjenik37@gizmodo.com,2017-10-20,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
ea,agrimmer8o@indiegogo.com,2017-02-18,I love everyone and everything about this company and the world and pizza!
google,dretchlessim@weibo.com,2017-11-11,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
microsoft,akubacek4j@squidoo.com,2017-01-02,I can't come into the office today I will be sick at home with a fever.
ea,jknottleye2@bbc.co.uk,2017-06-22,I love everyone and everything about this company and the world and pizza!
google,tcollough9c@ehow.com,2017-01-24,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
apple,gblackmuirbv@webeden.co.uk,2017-12-04,I love everyone and everything about this company and the world and pizza!
microsoft,giacobassif6@yale.edu,2017-10-18,I can't come into the office today I will be sick at home with a fever.
ea,tlegoodh6@surveymonkey.com,2017-02-01,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,roverpoolr8@businesswire.com,2017-04-09,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,rsedgefx@deviantart.com,2017-06-15,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
microsoft,getheredgepz@europa.eu,2017-11-25,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
ea,gklejin8g@bing.com,2017-11-08,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,jbarffordbp@dell.com,2017-03-29,Can we get some beer in the office Frank keeps on drinking all of the beer.
ea,ahutchcraftof@hc360.com,2017-02-18,Can we get some beer in the office Frank keeps on drinking all of the beer.
apple,hrubinsky2q@4shared.com,2017-09-17,You are a great addition to the company. Keep up the good work.
ea,obirchall1e@jiathis.com,2017-04-04,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
microsoft,rselwynerf@storify.com,2017-12-11,You are a great addition to the company. Keep up the good work.
ea,dlidgertwood1d@oaic.gov.au,2017-08-28,You are a great addition to the company. Keep up the good work.
ea,glawlings9q@bizjournals.com,2017-09-24,We should discuss the elephant in the room Cesar only talks about playstation VR instead of doing any work.
apple,etorricina84@ucla.edu,2017-04-20,_Quite frankly  the results of this spring have been a disappointment. We will have a meeting in the conference room at 1:00 PM to discuss how we can improve.
ea,aoregan67@cbsnews.com,2017-08-07,We are celebrating the 1000th anniversary of Googles take over of Earth. All hail Google!
google,sfeirn3s@qq.com,2017-12-13,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,sharsnep8p@fda.gov,2017-02-13,We did It everybody! We broke 100K follows on the company's youtube channel!
ea,sthurlingkl@biblegateway.com,2017-07-20,Can we get some beer in the office Frank keeps on drinking all of the beer.
microsoft,rbritland7k@nps.gov,2017-11-15,I can't come into the office today I will be sick at home with a fever.
apple,lmariotkv@amazon.co.jp,2017-02-12,Can we get some beer in the office Frank keeps on drinking all of the beer.
ea,natyeo5d@yahoo.co.jp,2017-05-20,I can't come into the office today I will be sick at home with a fever.
microsoft,tjeffries8w@netlog.com,2017-08-13,You are a great addition to the company. Keep up the good work.
microsoft,sscaddones@dailymail.co.uk,2017-05-27,Can we get some beer in the office Frank keeps on drinking all of the beer.
ea,cterronn6@pcworld.com,2017-11-18,Amanda's performance has been slipping. we'll have to schedule a meeting to discuss how she can improve. 
